run_id,nx,ny,nz,dx,fd_order,dt,t_end,lambda,k,D_l,D_th,M_c,eps4,omega,seed_radius,d0,v_tip,rho_tip,x_tip,selection,sigma_star,rho_w0,rho_w1,rho_w2,rho_w3,rho_spread,rho_r0,rho_r1,rho_r2,rho_r3,rho_rel_spread,rho_1,sigma_star_rel,v_drift,rho_drift,omega_eff,v_rho,v_rho_ivantsov,lambda_el,eps_c,eps_T,mu_liquid_frac,n_el_substep,el_solves,el_iter_mean,el_iter_max,el_nonconverged,el_energy,el_max_dfel,el_mean_stress,solute_drift_rel,heat_drift_rel,phi_min,phi_max,n_samples,n_samples_failed,state_finite,valid,crystal_angle,crystal_angle2,fta_gradient,fta_pulling,x_tip2,y_tip2,v_tip2,rho_tip2,x_groove
off,256,256,1,0.8,4,0.012,200,3.191319611,0.15,2,2,0,0.02,0.55,8,0.2769648874,0.1029215345,14.95118044,142.1079829,41.53388048,0.04815345874,14.20977574,14.6322595,15.75188567,17.73152705,0.24784,16.40174448,21.55483071,25.67066941,25.45924042,0.565118,21.55483071,0.02316803604,-0.049607,-0.0793137,0.5547309213,1.538798434,1.058687896,0,-0.007289674471,0.01009322034,0.05,1000000,1,1,1,0,0,0,0,3.737e-15,2.650e-01,-1.00002,1,407,0,1,1,0,0,0,0,nan,nan,nan,nan,nan
