0;0;1
29.5;0.569855
29.6;0.568361
29.7;0.566872
29.8;0.565389
29.9;0.563911
30;0.562438
30.1;0.560971
30.2;0.559509
30.3;0.558052
30.4;0.556601
30.5;0.555155
30.6;0.553715
30.7;0.55228
30.8;0.55085
30.9;0.549425
31;0.548005
31.1;0.546591
31.2;0.545182
31.3;0.543778
31.4;0.542379
31.5;0.540985
31.6;0.539597
31.7;0.538213
31.8;0.536835
31.9;0.535462
32;0.534093
32.1;0.53273
32.2;0.531372
32.3;0.530019
32.4;0.52867
32.5;0.527327
32.6;0.525989
32.7;0.524655
32.8;0.523327
32.9;0.522003
33;0.520685
33.1;0.519371
33.2;0.518062
33.3;0.516757
33.4;0.515458
33.5;0.514163
33.6;0.512873
33.7;0.511588
33.8;0.510307
33.9;0.509032
34;0.507761
34.1;0.506494
34.2;0.505232
34.3;0.503975
34.4;0.502723
34.5;0.501475
34.6;0.500232
34.7;0.498993
34.8;0.497759
34.9;0.496529
35;0.495304
35.1;0.494083
35.2;0.492867
35.3;0.491655
35.4;0.490447
35.5;0.489244
35.6;0.488046
35.7;0.486852
35.8;0.485662
35.9;0.484476
36;0.483295
36.1;0.482118
36.2;0.480946
36.3;0.479778
36.4;0.478614
36.5;0.477454
36.6;0.476298
36.7;0.475147
36.8;0.474
36.9;0.472857
37;0.471718
37.1;0.470583
37.2;0.469453
37.3;0.468326
37.4;0.467204
37.5;0.466085
37.6;0.464971
37.7;0.463861
37.8;0.462755
37.9;0.461652
38;0.460554
38.1;0.45946
38.2;0.45837
38.3;0.457283
38.4;0.456201
38.5;0.455122
38.6;0.454047
38.7;0.452976
38.8;0.451909
38.9;0.450846
39;0.449787
39.1;0.448731
39.2;0.447679
39.3;0.446631
39.4;0.445587
39.5;0.444547
39.6;0.44351
39.7;0.442477
39.8;0.441447
39.9;0.440422
40;0.439399
40.1;0.438381
40.2;0.437366
40.3;0.436355
40.4;0.435347
40.5;0.434343
40.6;0.433343
40.7;0.432346
40.8;0.431352
40.9;0.430363
41;0.429376
41.1;0.428393
41.2;0.427414
41.3;0.426438
41.4;0.425465
41.5;0.424496
41.6;0.423531
41.7;0.422568
41.8;0.421609
41.9;0.420654
42;0.419702
42.1;0.418753
42.2;0.417807
42.3;0.416865
42.4;0.415926
42.5;0.41499
42.6;0.414058
42.7;0.413129
42.8;0.412203
42.9;0.41128
43;0.410361
43.1;0.409445
43.2;0.408532
43.3;0.407622
43.4;0.406715
43.5;0.405811
43.6;0.404911
43.7;0.404014
43.8;0.403119
43.9;0.402228
44;0.40134
44.1;0.400455
44.2;0.399573
44.3;0.398694
44.4;0.397818
44.5;0.396945
44.6;0.396075
44.7;0.395208
44.8;0.394344
44.9;0.393483
45;0.392625
45.1;0.39177
45.2;0.390918
45.3;0.390069
45.4;0.389222
45.5;0.388379
45.6;0.387538
45.7;0.3867
45.8;0.385865
45.9;0.385033
46;0.384204
46.1;0.383377
46.2;0.382553
46.3;0.381733
46.4;0.380914
46.5;0.380099
46.6;0.379286
46.7;0.378476
46.8;0.377669
46.9;0.376865
47;0.376063
47.1;0.375264
47.2;0.374467
47.3;0.373674
47.4;0.372883
47.5;0.372094
47.6;0.371308
47.7;0.370525
47.8;0.369745
47.9;0.368967
48;0.368191
48.1;0.367418
48.2;0.366648
48.3;0.36588
48.4;0.365115
48.5;0.364352
48.6;0.363592
48.7;0.362835
48.8;0.36208
48.9;0.361327
49;0.360577
49.1;0.359829
49.2;0.359084
49.3;0.358341
49.4;0.357601
49.5;0.356863
49.6;0.356127
49.7;0.355394
49.8;0.354664
49.9;0.353935
50;0.353209
