run_id,nx,ny,nz,dx,fd_order,dt,t_end,lambda,k,D_l,D_th,M_c,eps4,omega,seed_radius,d0,v_tip,rho_tip,x_tip,selection,sigma_star,rho_w0,rho_w1,rho_w2,rho_w3,rho_spread,rho_r0,rho_r1,rho_r2,rho_r3,rho_rel_spread,rho_1,sigma_star_rel,v_drift,rho_drift,omega_eff,v_rho,v_rho_ivantsov,lambda_el,eps_c,eps_T,mu_liquid_frac,n_el_substep,el_solves,el_iter_mean,el_iter_max,el_nonconverged,el_energy,el_max_dfel,el_mean_stress,solute_drift_rel,heat_drift_rel,phi_min,phi_max,n_samples,n_samples_failed,state_finite,valid,crystal_angle,crystal_angle2,fta_gradient,fta_pulling,x_tip2,y_tip2,v_tip2,rho_tip2,x_groove
mu0.10,256,256,1,0.8,4,0.012,200,3.191319611,0.15,2,2,0,0.02,0.55,8,0.2769648874,0.09791224734,18.32869815,141.3139429,59.38073203,0.03368095899,17.72828356,18.06427416,19.09963391,20.97828652,0.183323,20.7169104,26.00832279,26.9577979,23.15971587,0.301246,26.00832279,0.01672719014,-0.0629203,-0.0457267,0.5546951897,1.794604027,1.058450774,3.191319611,-0.007289674471,0.01009322034,0.1,1,16668,4.842,14,0,71.05071686,0.03245283465,-2.58821e-15,7.652e-15,2.605e-01,-1.00002,1,407,0,1,1,0,0,0,0,nan,nan,nan,nan,nan
