# alloy_dendrite_hip_growth, LUMI-G job 22043824, 192^2, dx=0.8, 4000 steps.
# on = modulus contrast, zero eigenstrain. thermal/both use evolve_theta.
run_id,step,t,t_pf_ms,t_el_ms,el_iters,el_energy,el_residual,el_max_dfel,mean_p,sig_vm_max,x_tip,v_tip,rho_tip
off,200,2.400000,0.364828,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,87.833289,0.000000e+00,9.638261
off,400,4.800000,0.369758,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,88.657579,3.434539e-01,9.873082
off,600,7.200000,0.364027,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,89.362788,2.938374e-01,10.040230
off,800,9.600000,0.362022,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,90.018766,2.733240e-01,10.123844
off,1000,12.000000,0.362444,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,90.623292,2.518859e-01,10.188734
off,1200,14.400000,0.360750,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,91.143457,2.167352e-01,10.429765
off,1400,16.800000,0.361411,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,91.677146,2.223705e-01,10.436545
off,1600,19.200000,0.364017,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,92.198493,2.172282e-01,10.449487
off,1800,21.600000,0.362875,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,92.641561,1.846117e-01,10.616021
off,2000,24.000000,0.362894,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,93.136985,2.064265e-01,10.573408
off,2200,26.400000,0.365289,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,93.557289,1.751266e-01,10.739395
off,2400,28.800000,0.365991,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,94.011015,1.890525e-01,10.691281
off,2600,31.200000,0.359659,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,94.424469,1.722728e-01,10.808525
off,2800,33.600000,0.368485,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,94.841461,1.737466e-01,10.780486
off,3000,36.000000,0.371261,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,95.241560,1.667079e-01,10.878160
off,3200,38.400000,0.361702,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,95.637834,1.651142e-01,10.849380
off,3400,40.800000,0.364407,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,96.014721,1.570363e-01,10.959640
off,3600,43.200000,0.363075,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,96.405634,1.628802e-01,10.905446
off,3800,45.600000,0.360720,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,96.753277,1.448512e-01,11.036994
off,4000,48.000000,0.362884,0.000000,0,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,97.147781,1.643767e-01,10.955529
on,200,2.400000,0.394687,1.646226,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,87.833289,0.000000e+00,9.638261
on,400,4.800000,0.385749,1.641187,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,88.657579,3.434539e-01,9.873082
on,600,7.200000,0.382823,1.639424,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,89.362788,2.938374e-01,10.040230
on,800,9.600000,0.391961,1.640526,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,90.018766,2.733240e-01,10.123844
on,1000,12.000000,0.374296,1.647689,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,90.623292,2.518859e-01,10.188734
on,1200,14.400000,0.400558,1.647159,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,91.143457,2.167352e-01,10.429765
on,1400,16.800000,0.392502,1.645445,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,91.677146,2.223705e-01,10.436545
on,1600,19.200000,0.461376,1.647749,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,92.198493,2.172282e-01,10.449487
on,1800,21.600000,0.386731,1.646938,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,92.641561,1.846117e-01,10.616021
on,2000,24.000000,0.444092,1.638601,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,93.136985,2.064265e-01,10.573408
on,2200,26.400000,0.386200,1.644834,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,93.557289,1.751266e-01,10.739395
on,2400,28.800000,0.394736,1.644875,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,94.011015,1.890525e-01,10.691281
on,2600,31.200000,0.392533,1.641808,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,94.424469,1.722728e-01,10.808525
on,2800,33.600000,0.391841,1.647048,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,94.841461,1.737466e-01,10.780486
on,3000,36.000000,0.386410,1.638281,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,95.241560,1.667079e-01,10.878160
on,3200,38.400000,0.410477,1.637560,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,95.637834,1.651142e-01,10.849380
on,3400,40.800000,0.396710,1.626719,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,96.014721,1.570363e-01,10.959640
on,3600,43.200000,0.463841,1.642991,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,96.405634,1.628802e-01,10.905446
on,3800,45.600000,0.398995,1.643932,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,96.753277,1.448512e-01,11.036994
on,4000,48.000000,0.392432,1.638983,1,0.000000e+00,0.000e+00,0.000000e+00,0.000000e+00,0.000000e+00,97.147781,1.643767e-01,10.955529
solutal,200,2.400000,0.405006,12.463592,8,4.045652e-03,6.252e-07,2.770298e-05,-1.614068e-20,5.055923e-03,87.833283,0.000000e+00,9.638249
solutal,400,4.800000,0.393715,10.924904,7,4.143556e-03,8.275e-07,2.875608e-05,7.983286e-20,4.951489e-03,88.657569,3.434525e-01,9.873066
solutal,600,7.200000,0.460885,10.934653,7,4.255220e-03,6.329e-07,2.993343e-05,1.992880e-20,4.881766e-03,89.362778,2.938371e-01,10.040209
solutal,800,9.600000,0.386500,10.923822,7,4.373909e-03,5.378e-07,3.078532e-05,3.091670e-20,4.825233e-03,90.018755,2.733237e-01,10.123813
solutal,1000,12.000000,0.393744,9.378872,6,4.492188e-03,9.901e-07,3.144330e-05,-3.651653e-20,4.779679e-03,90.623279,2.518849e-01,10.188719
solutal,1200,14.400000,0.428792,9.400143,6,4.606912e-03,6.587e-07,3.203642e-05,4.084581e-20,4.735441e-03,91.143441,2.167342e-01,10.429747
solutal,1400,16.800000,0.379116,9.384013,6,4.715968e-03,7.412e-07,3.255008e-05,5.872762e-20,4.702426e-03,91.677133,2.223717e-01,10.436520
solutal,1600,19.200000,0.419234,9.379513,6,4.818644e-03,7.677e-07,3.294644e-05,-3.482247e-21,4.675440e-03,92.198478,2.172271e-01,10.449474
solutal,1800,21.600000,0.413373,9.383771,6,4.916402e-03,5.062e-07,3.336581e-05,2.178757e-20,4.644067e-03,92.641546,1.846118e-01,10.615996
solutal,2000,24.000000,0.390879,9.364164,6,5.007478e-03,7.177e-07,3.373184e-05,7.435067e-21,4.621246e-03,93.136970,2.064268e-01,10.573378
solutal,2200,26.400000,0.435335,9.378792,6,5.094387e-03,6.582e-07,3.395521e-05,-7.016256e-20,4.596531e-03,93.557270,1.751250e-01,10.739379
solutal,2400,28.800000,0.462228,9.369624,6,5.176083e-03,6.051e-07,3.427995e-05,-7.435067e-21,4.580134e-03,94.011000,1.890541e-01,10.691258
solutal,2600,31.200000,0.408703,9.384674,6,5.253570e-03,6.865e-07,3.453484e-05,1.364664e-20,4.556644e-03,94.424449,1.722703e-01,10.808516
solutal,2800,33.600000,0.391771,9.381106,6,5.327240e-03,5.307e-07,3.481380e-05,-1.581128e-20,4.540053e-03,94.841446,1.737490e-01,10.780464
solutal,3000,36.000000,0.462077,9.377278,6,5.397152e-03,6.675e-07,3.498617e-05,-8.338569e-20,4.523341e-03,95.241539,1.667055e-01,10.878153
solutal,3200,38.400000,0.467919,9.365011,6,5.464033e-03,5.041e-07,3.521763e-05,1.967940e-19,4.509480e-03,95.637819,1.651166e-01,10.849360
solutal,3400,40.800000,0.441847,9.391713,6,5.527687e-03,6.357e-07,3.540347e-05,4.683151e-19,4.491599e-03,96.014700,1.570336e-01,10.959632
solutal,3600,43.200000,0.398624,9.374008,6,5.588606e-03,5.018e-07,3.562779e-05,-9.882051e-21,4.478878e-03,96.405619,1.628828e-01,10.905427
solutal,3800,45.600000,0.391550,9.376825,6,5.647186e-03,5.776e-07,3.573377e-05,5.759824e-20,4.464967e-03,96.753257,1.448495e-01,11.036981
solutal,4000,48.000000,0.470033,9.382566,6,5.702960e-03,5.272e-07,3.593180e-05,-2.299694e-19,4.455129e-03,97.147765,1.643782e-01,10.955511
thermal,200,2.400000,0.468459,16.933074,11,1.271961e-04,8.165e-07,1.698616e-06,5.314544e-21,1.130063e-03,87.744757,0.000000e+00,9.468600
thermal,400,4.800000,0.397632,15.393345,10,2.898063e-04,7.510e-07,2.834398e-06,-2.776386e-21,1.528710e-03,88.435697,2.878918e-01,9.526930
thermal,600,7.200000,0.397071,13.902360,9,4.530452e-04,8.262e-07,3.702306e-06,-2.386986e-20,1.751248e-03,89.013205,2.406282e-01,9.588188
thermal,800,9.600000,0.403092,13.871902,9,6.199473e-04,5.975e-07,4.270440e-06,6.270397e-21,1.905155e-03,89.467016,1.890881e-01,9.737169
thermal,1000,12.000000,0.402461,12.363523,8,7.903926e-04,8.902e-07,4.674741e-06,-6.835085e-21,2.032159e-03,89.948260,2.005183e-01,9.611596
thermal,1200,14.400000,0.431878,12.362331,8,9.639964e-04,6.927e-07,5.121730e-06,-2.023468e-21,2.127884e-03,90.333937,1.606986e-01,9.764907
thermal,1400,16.800000,0.399887,10.821008,7,1.138569e-03,9.575e-07,5.384432e-06,7.827996e-20,2.219627e-03,90.753024,1.746195e-01,9.618703
thermal,1600,19.200000,0.373014,10.820989,7,1.313317e-03,7.814e-07,5.701879e-06,-6.682149e-21,2.300326e-03,91.086614,1.389959e-01,9.766058
thermal,1800,21.600000,0.396740,10.815277,7,1.486596e-03,6.991e-07,5.964253e-06,-4.639858e-20,2.376339e-03,91.476843,1.625953e-01,9.639762
thermal,2000,24.000000,0.397041,10.830537,7,1.659154e-03,5.848e-07,6.158309e-06,-7.576239e-21,2.443543e-03,91.777326,1.252013e-01,9.734007
thermal,2200,26.400000,0.400778,10.831348,7,1.828986e-03,5.343e-07,6.371876e-06,-3.519892e-20,2.496151e-03,92.128746,1.464252e-01,9.721610
thermal,2400,28.800000,0.421388,9.304073,6,1.997627e-03,8.918e-07,6.580666e-06,-9.769113e-20,2.552886e-03,92.432710,1.266517e-01,9.640719
thermal,2600,31.200000,0.406779,9.293512,6,2.163916e-03,7.737e-07,6.739772e-06,-8.642089e-20,2.600725e-03,92.708715,1.150018e-01,9.779224
thermal,2800,33.600000,0.473559,9.320325,6,2.327759e-03,7.400e-07,6.892446e-06,1.176435e-21,2.638237e-03,93.042869,1.392309e-01,9.671916
thermal,3000,36.000000,0.438701,9.299364,6,2.490548e-03,6.531e-07,7.043906e-06,-4.992789e-20,2.679216e-03,93.300969,1.075418e-01,9.701522
