# alloy_dendrite_hip_growth, LUMI-G job 22043824, 192^2, dx=0.8, 4000 steps.
# on = modulus contrast, zero eigenstrain. thermal/both use evolve_theta.
run_id,step,t,t_pf_ms,t_el_ms,el_iters,el_energy,el_residual,el_max_dfel,mean_p,sig_vm_max,x_tip,v_tip,rho_tip
thermal,3200,38.400000,0.395087,9.310175,6,2.650606e-03,6.274e-07,7.186486e-06,-6.385687e-20,2.715280e-03,93.568721,1.115631e-01,9.798191
thermal,3400,40.800000,0.407451,9.310536,6,2.808813e-03,6.237e-07,7.329866e-06,3.759885e-20,2.743907e-03,93.876162,1.281005e-01,9.676189
thermal,3600,43.200000,0.394977,7.765487,5,2.966133e-03,8.917e-07,7.458655e-06,7.397421e-20,2.772130e-03,94.111884,9.821762e-02,9.733521
thermal,3800,45.600000,0.463720,7.766528,5,3.120855e-03,8.856e-07,7.543191e-06,3.105787e-20,2.801968e-03,94.361487,1.040014e-01,9.825488
thermal,4000,48.000000,0.413122,7.777309,5,3.273981e-03,9.301e-07,7.660639e-06,-7.712706e-20,2.824364e-03,94.654071,1.219098e-01,9.714550
both,200,2.400000,0.468830,13.918953,9,3.415060e-03,7.508e-07,2.938141e-05,-2.917558e-21,4.899461e-03,87.744753,0.000000e+00,9.468589
both,400,4.800000,0.427320,12.416757,8,3.013084e-03,9.617e-07,2.983470e-05,3.068142e-20,4.579844e-03,88.435694,2.878918e-01,9.526918
both,600,7.200000,0.458330,12.412580,8,2.698683e-03,7.835e-07,2.751101e-05,9.785583e-20,4.243619e-03,89.013201,2.406283e-01,9.588180
both,800,9.600000,0.445575,10.897688,7,2.448926e-03,9.923e-07,2.476179e-05,-2.494041e-20,3.937921e-03,89.467014,1.890885e-01,9.737156
both,1000,12.000000,0.415917,10.884042,7,2.248211e-03,9.414e-07,2.258531e-05,-1.990527e-20,3.651340e-03,89.948259,2.005189e-01,9.611583
both,1200,14.400000,0.453510,10.881717,7,2.087571e-03,8.183e-07,2.054516e-05,-5.733942e-20,3.421965e-03,90.333937,1.606990e-01,9.764893
both,1400,16.800000,0.426538,10.875515,7,1.956506e-03,7.692e-07,1.868806e-05,-2.764621e-20,3.231837e-03,90.753025,1.746201e-01,9.618688
both,1600,19.200000,0.412862,10.884623,7,1.850327e-03,6.804e-07,1.733081e-05,1.487013e-20,3.063709e-03,91.086617,1.389965e-01,9.766043
both,1800,21.600000,0.412241,10.879091,7,1.761998e-03,6.846e-07,1.626448e-05,1.957587e-20,2.906906e-03,91.476847,1.625959e-01,9.639746
both,2000,24.000000,0.502335,9.364432,6,1.690839e-03,9.960e-07,1.536813e-05,4.526921e-20,2.786968e-03,91.777331,1.252017e-01,9.733992
both,2200,26.400000,0.411889,10.881998,7,1.630082e-03,6.177e-07,1.444407e-05,-1.051733e-20,2.667409e-03,92.128754,1.464262e-01,9.721590
both,2400,28.800000,0.520660,9.350504,6,1.580990e-03,9.695e-07,1.375254e-05,6.588034e-21,2.580684e-03,92.432718,1.266515e-01,9.640702
both,2600,31.200000,0.441647,9.349442,6,1.539834e-03,8.988e-07,1.315652e-05,-5.388071e-21,2.490627e-03,92.708724,1.150029e-01,9.779206
both,2800,33.600000,0.425266,10.871136,7,1.504749e-03,5.500e-07,1.266493e-05,2.001115e-20,2.404166e-03,93.042880,1.392314e-01,9.671892
both,3000,36.000000,0.429363,9.329362,6,1.477419e-03,8.097e-07,1.228281e-05,-1.063497e-20,2.341011e-03,93.300980,1.075416e-01,9.701508
both,3200,38.400000,0.439032,9.328182,6,1.453720e-03,9.102e-07,1.183629e-05,3.152845e-21,2.273309e-03,93.568735,1.115649e-01,9.798168
both,3400,40.800000,0.432590,9.355123,6,1.434147e-03,9.356e-07,1.142191e-05,-1.043498e-20,2.215232e-03,93.876176,1.281001e-01,9.676162
both,3600,43.200000,0.422781,9.373488,6,1.419878e-03,7.143e-07,1.116001e-05,1.621127e-20,2.187495e-03,94.111897,9.821741e-02,9.733505
both,3800,45.600000,0.422560,9.341506,6,1.407276e-03,8.526e-07,1.084904e-05,2.778739e-20,2.158626e-03,94.361506,1.040036e-01,9.825463
both,4000,48.000000,0.427139,9.358499,6,1.397347e-03,8.898e-07,1.062007e-05,-3.705769e-22,2.128361e-03,94.654089,1.219094e-01,9.714518
